id,title,description,category,price,rating,search_text
732,Cycling Helmet Adult Deluxe - Navy,Ventilated road bike helmet with adjustable fit system and MIPS protection.,Sports & Outdoors,244.73,4.9,Cycling Helmet Adult Deluxe - Navy. Ventilated road bike helmet with adjustable fit system and MIPS protection.. Category: Sports & Outdoors
733,Portable Power Bank 20000mAh Lite,High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.,Electronics,578.65,4.3,Portable Power Bank 20000mAh Lite. High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.. Category: Electronics
734,Building Blocks STEM Kit 500pc Essential - Black,Creative construction set encouraging engineering skills for kids ages 6+. Eco-friendly packaging.,Toys & Games,77.72,5.0,Building Blocks STEM Kit 500pc Essential - Black. Creative construction set encouraging engineering skills for kids ages 6+. Eco-friendly packaging.. Category: Toys & Games
735,Robot Vacuum Cleaner Deluxe,"Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.",Home & Kitchen,314.83,3.9,"Robot Vacuum Cleaner Deluxe. Smart mapping vacuum with app control, ideal for pet hair on hardwood and carpet.. Category: Home & Kitchen"
736,Hiking Backpack 40L Plus - White,Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes. Highly rated by customers.,Sports & Outdoors,42.87,4.5,Hiking Backpack 40L Plus - White. Ergonomic trekking pack with hydration sleeve and rain cover for multi-day hikes. Highly rated by customers.. Category: Sports & Outdoors
737,Coconut Body Lotion Lite - White,Rich moisturizing lotion with natural coconut extract for soft smooth skin.,Beauty & Personal Care,60.5,4.0,Coconut Body Lotion Lite - White. Rich moisturizing lotion with natural coconut extract for soft smooth skin.. Category: Beauty & Personal Care
738,Electric Toothbrush Rechargeable Essential,Sonic brush with multiple modes and two-minute timer for dental health.,Beauty & Personal Care,42.68,4.1,Electric Toothbrush Rechargeable Essential. Sonic brush with multiple modes and two-minute timer for dental health.. Category: Beauty & Personal Care
739,Running Shorts Quick Dry Classic,Lightweight athletic shorts with moisture-wicking fabric and inner liner. Eco-friendly packaging.,Clothing,214.93,4.2,Running Shorts Quick Dry Classic. Lightweight athletic shorts with moisture-wicking fabric and inner liner. Eco-friendly packaging.. Category: Clothing
740,Fitness Tracker Watch Pro,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.",Health & Wellness,77.01,4.4,"Fitness Tracker Watch Pro. Heart rate, step count, sleep monitoring, and smartphone notifications on wrist.. Category: Health & Wellness"
741,Running Shorts Quick Dry Ultra - Navy,Lightweight athletic shorts with moisture-wicking fabric and inner liner.,Clothing,171.23,3.8,Running Shorts Quick Dry Ultra - Navy. Lightweight athletic shorts with moisture-wicking fabric and inner liner.. Category: Clothing
742,Merino Wool Hiking Socks Plus - White,Cushioned wool socks that regulate temperature on long trail hikes.,Clothing,99.91,4.4,Merino Wool Hiking Socks Plus - White. Cushioned wool socks that regulate temperature on long trail hikes.. Category: Clothing
743,Essential Oil Diffuser Ultrasonic Classic,Aromatherapy humidifier with LED mood lighting and timer settings. Highly rated by customers.,Health & Wellness,163.87,4.2,Essential Oil Diffuser Ultrasonic Classic. Aromatherapy humidifier with LED mood lighting and timer settings. Highly rated by customers.. Category: Health & Wellness
744,Men's Winter Puffer Jacket Classic,"Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Limited time offer.",Clothing,186.57,3.5,"Men's Winter Puffer Jacket Classic. Insulated warm jacket with water-resistant shell, perfect for cold weather trips and outdoor hiking. Limited time offer.. Category: Clothing"
745,Noise Cancelling Earbuds,True wireless earbuds with transparency mode and sweat resistance for workouts.,Electronics,205.5,3.3,Noise Cancelling Earbuds. True wireless earbuds with transparency mode and sweat resistance for workouts.. Category: Electronics
746,Programmable Coffee Maker Plus,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Free shipping eligible.",Home & Kitchen,61.41,4.8,"Programmable Coffee Maker Plus. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Free shipping eligible.. Category: Home & Kitchen"
747,Denim Jacket Classic Fit Ultra - Navy,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,160.56,3.1,"Denim Jacket Classic Fit Ultra - Navy. Timeless denim outerwear with button closure, versatile casual layer.. Category: Clothing"
748,Family Board Game Strategy Ultra,"Award-winning tabletop game for 2-4 players, 45-minute play time.",Toys & Games,71.73,4.1,"Family Board Game Strategy Ultra. Award-winning tabletop game for 2-4 players, 45-minute play time.. Category: Toys & Games"
749,Beard Grooming Kit - Gray,"Trimming oil, balm, and comb set for beard care and styling.",Beauty & Personal Care,16.97,3.5,"Beard Grooming Kit - Gray. Trimming oil, balm, and comb set for beard care and styling.. Category: Beauty & Personal Care"
750,Wireless Bluetooth Headphones Lite,"Premium over-ear headphones with active noise cancellation, 30-hour battery life, and deep bass for music lovers. Limited time offer.",Electronics,151.51,5.0,"Wireless Bluetooth Headphones Lite. Premium over-ear headphones with active noise cancellation, 30-hour battery life, and deep bass for music lovers. Limited time offer.. Category: Electronics"
751,Denim Jacket Classic Fit Pro,"Timeless denim outerwear with button closure, versatile casual layer.",Clothing,81.05,4.5,"Denim Jacket Classic Fit Pro. Timeless denim outerwear with button closure, versatile casual layer.. Category: Clothing"
752,Programmable Coffee Maker Pro - White,"12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Best seller in category.",Home & Kitchen,310.22,4.4,"Programmable Coffee Maker Pro - White. 12-cup drip coffee machine with timer, reusable filter, and auto shut-off. Best seller in category.. Category: Home & Kitchen"
753,Card Game Party Pack Essential,Fast-paced multiplayer card game suitable for ages 10 and up. Highly rated by customers.,Toys & Games,58.86,3.8,Card Game Party Pack Essential. Fast-paced multiplayer card game suitable for ages 10 and up. Highly rated by customers.. Category: Toys & Games
754,Argan Oil Hair Treatment Classic,Nourishing leave-in oil to repair dry damaged hair and reduce frizz.,Beauty & Personal Care,36.97,3.5,Argan Oil Hair Treatment Classic. Nourishing leave-in oil to repair dry damaged hair and reduce frizz.. Category: Beauty & Personal Care
755,Hardcover Notebook A5 Ruled,200-page journal with thick paper suitable for fountain pens and bullet journaling. Highly rated by customers.,Books & Stationery,11.75,4.3,Hardcover Notebook A5 Ruled. 200-page journal with thick paper suitable for fountain pens and bullet journaling. Highly rated by customers.. Category: Books & Stationery
756,Air Fryer 5 Quart - Black,"Digital air fryer for crispy meals with less oil, includes recipe booklet.",Home & Kitchen,120.06,4.2,"Air Fryer 5 Quart - Black. Digital air fryer for crispy meals with less oil, includes recipe booklet.. Category: Home & Kitchen"
757,Portable Power Bank 20000mAh Ultra - White,High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.,Electronics,501.41,3.7,Portable Power Bank 20000mAh Ultra - White. High-capacity external battery with dual USB ports and fast charge support for phones and tablets. Eco-friendly packaging.. Category: Electronics
758,Smart Home Security Camera - Red,"1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app. Free shipping eligible.",Electronics,76.82,3.6,"Smart Home Security Camera - Red. 1080p indoor camera with night vision, motion alerts, and two-way audio via mobile app. Free shipping eligible.. Category: Electronics"
759,Wool Blend Sweater Ultra,"Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.",Clothing,197.38,3.6,"Wool Blend Sweater Ultra. Classic knit pullover with ribbed cuffs, warm and stylish for fall and winter.. Category: Clothing"
760,Adjustable Dumbbell Set Classic - Black,Space-saving adjustable weights from 5 to 52.5 lbs for home strength training. Free shipping eligible.,Sports & Outdoors,328.91,3.6,Adjustable Dumbbell Set Classic - Black. Space-saving adjustable weights from 5 to 52.5 lbs for home strength training. Free shipping eligible.. Category: Sports & Outdoors
761,Sleeping Bag 3-Season Ultra - Red,Compact mummy bag rated to 20°F for backpacking and car camping.,Sports & Outdoors,330.99,3.9,Sleeping Bag 3-Season Ultra - Red. Compact mummy bag rated to 20°F for backpacking and car camping.. Category: Sports & Outdoors
762,Fitness Tracker Watch Plus,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Eco-friendly packaging.",Health & Wellness,79.47,4.4,"Fitness Tracker Watch Plus. Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Eco-friendly packaging.. Category: Health & Wellness"
763,Fitness Tracker Watch Pro,"Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Best seller in category.",Health & Wellness,99.42,4.4,"Fitness Tracker Watch Pro. Heart rate, step count, sleep monitoring, and smartphone notifications on wrist. Best seller in category.. Category: Health & Wellness"
764,Electric Kettle 1.7L Lite - Gray,Fast-boil stainless kettle with auto shut-off for tea and instant meals. Limited time offer.,Home & Kitchen,97.75,4.2,Electric Kettle 1.7L Lite - Gray. Fast-boil stainless kettle with auto shut-off for tea and instant meals. Limited time offer.. Category: Home & Kitchen
765,Beginner Python Programming Guide Deluxe,"Hands-on coding book covering fundamentals, data structures, and projects.",Books & Stationery,18.24,4.3,"Beginner Python Programming Guide Deluxe. Hands-on coding book covering fundamentals, data structures, and projects.. Category: Books & Stationery"
766,Bamboo Cutting Board Set Classic,Eco-friendly boards in three sizes with juice grooves for meal prep.,Home & Kitchen,61.32,4.5,Bamboo Cutting Board Set Classic. Eco-friendly boards in three sizes with juice grooves for meal prep.. Category: Home & Kitchen
767,Women's Fleece Lined Leggings Pro - Red,Thermal leggings with soft fleece interior for cozy winter layering and yoga.,Clothing,83.8,3.2,Women's Fleece Lined Leggings Pro - Red. Thermal leggings with soft fleece interior for cozy winter layering and yoga.. Category: Clothing
768,Women's Fleece Lined Leggings Pro,Thermal leggings with soft fleece interior for cozy winter layering and yoga. Highly rated by customers.,Clothing,67.93,4.3,Women's Fleece Lined Leggings Pro. Thermal leggings with soft fleece interior for cozy winter layering and yoga. Highly rated by customers.. Category: Clothing
769,Desk Organizer Bamboo Deluxe,"Multi-compartment tray for pens, phones, and office supplies.",Books & Stationery,42.27,4.9,"Desk Organizer Bamboo Deluxe. Multi-compartment tray for pens, phones, and office supplies.. Category: Books & Stationery"
770,Memory Foam Pillow Queen - White,Ergonomic cervical support pillow for better sleep and neck alignment. Limited time offer.,Home & Kitchen,230.83,3.2,Memory Foam Pillow Queen - White. Ergonomic cervical support pillow for better sleep and neck alignment. Limited time offer.. Category: Home & Kitchen
771,Colored Pencil Art Set 48 Colors Pro,Professional grade pencils with blending tools for drawing and sketching. Free shipping eligible.,Books & Stationery,44.95,2.8,Colored Pencil Art Set 48 Colors Pro. Professional grade pencils with blending tools for drawing and sketching. Free shipping eligible.. Category: Books & Stationery
772,4K Smart LED TV 55 inch Plus - Black,"Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.",Electronics,801.57,4.1,"4K Smart LED TV 55 inch Plus - Black. Ultra HD television with HDR10, built-in streaming apps, and voice control for home entertainment.. Category: Electronics"
773,Classic Novel Collection Box Set Deluxe,Timeless literature anthology with embossed hardcover bindings.,Books & Stationery,36.87,4.7,Classic Novel Collection Box Set Deluxe. Timeless literature anthology with embossed hardcover bindings.. Category: Books & Stationery
774,Argan Oil Hair Treatment Plus,Nourishing leave-in oil to repair dry damaged hair and reduce frizz.,Beauty & Personal Care,14.57,4.1,Argan Oil Hair Treatment Plus. Nourishing leave-in oil to repair dry damaged hair and reduce frizz.. Category: Beauty & Personal Care
